crop_path,image_stem,damage_type,severity,confidence,reasoning,model
outputs/stage2_crops/crops/cardd_yolo__000816/3_1.jpg,cardd_yolo__000816,light_damage,mild,0.9,"The visible damage appears to be superficial with no cracks or broken parts, indicating minor scuffs or scratches.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002801/0_2.jpg,cardd_yolo__002801,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003428/1_0.jpg,cardd_yolo__003428,scratch,moderate,0.8,"The damage includes deep scratches exposing bare metal along with rust, indicating a more significant level of damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001956/3_0.jpg,cardd_yolo__001956,light_damage,moderate,0.8,"The tail light shows a cracked lens and visible damage that exceeds superficial scratches, indicating a moderate level of damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000158/1_2.jpg,cardd_yolo__000158,scratch,mild,0.9,The visible damage consists of superficial scratches that appear to be less than 10 cm in length with no signs of paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__istockphoto-858481534-612x612_jpg.rf.8192a19b9a06d821bd3c2dc8953799a5/0_0.jpg,sindhu_v9__istockphoto-858481534-612x612_jpg.rf.8192a19b9a06d821bd3c2dc8953799a5,dent,moderate,0.8,"The dent appears to be larger than 2 cm and may have affected the paint, indicating moderate damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002909/1_1.jpg,cardd_yolo__002909,scratch,mild,0.8,The damage appears to be a superficial scratch with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/damagelocation_v7__310_jpg.rf.846224c6b279e7ad7107e4cc20f2d7b8/0_0.jpg,damagelocation_v7__310_jpg.rf.846224c6b279e7ad7107e4cc20f2d7b8,dent,mild,0.9,The visible dent appears to be small and does not show any paint damage or significant deformation.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003310/1_1.jpg,cardd_yolo__003310,scratch,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001329/1_0.jpg,cardd_yolo__001329,scratch,moderate,0.8,"The damage includes deep scratches that appear to expose the underlying paint, indicating a severity level that exceeds mild but does not reach severe.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003713/0_0.jpg,cardd_yolo__003713,dent,mild,0.9,The visible dent appears to be small and does not show any paint damage or depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001294/1_0.jpg,cardd_yolo__001294,scratch,moderate,0.8,"The damage includes deep scratches that appear to expose the primer or bare metal, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001800/1_1.jpg,cardd_yolo__001800,scratch,mild,0.9,The visible damage consists of superficial scratches with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000099/3_0.jpg,cardd_yolo__000099,light_damage,moderate,0.8,The damage includes cracked or shattered lights/lenses and visible deformation of the light assembly.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003759/0_1.jpg,cardd_yolo__003759,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003430/1_1.jpg,cardd_yolo__003430,scratch,mild,0.9,The visible damage appears to be superficial scratches without any paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001311/1_0.jpg,cardd_yolo__001311,scratch,mild,0.9,The damage consists of superficial scratches with no visible paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003967/3_0.jpg,cardd_yolo__003967,light_damage,moderate,0.8,"The light is cracked and shows significant damage, indicating it is not fully intact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002038/0_5.jpg,cardd_yolo__002038,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/damagelocation_v7__5_jpg.rf.a84edab849a4ce54f7f3089c977ca3f2/0_0.jpg,damagelocation_v7__5_jpg.rf.a84edab849a4ce54f7f3089c977ca3f2,dent,mild,0.8,The image shows a small dent with no visible paint damage or significant deformation.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001797/1_2.jpg,cardd_yolo__001797,scratch,moderate,0.8,"The damage includes deep scratches that appear to expose the primer, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002906/1_0.jpg,cardd_yolo__002906,scratch,mild,0.9,"The damage consists of superficial scratches with no paint depth penetration, measuring less than 10 cm.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000655/0_0.jpg,cardd_yolo__000655,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003470/3_0.jpg,cardd_yolo__003470,light_damage,moderate,0.8,"The headlight shows signs of cracking, indicating damage that is more than superficial but not completely broken off.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003566/0_1.jpg,cardd_yolo__003566,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration and is less than 2 cm in diameter.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000981/1_1.jpg,cardd_yolo__000981,scratch,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm in length with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000818/0_3.jpg,cardd_yolo__000818,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_bumper-sep23---44-_jpg.rf.68cfe179eb0c16c3a3640ae994677404/3_1.jpg,sindhu_v9__rear_bumper-sep23---44-_jpg.rf.68cfe179eb0c16c3a3640ae994677404,light_damage,mild,0.9,"The damage appears to be superficial with no visible cracks or broken parts, indicating minor scuffs or scratches.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0887_JPEG.rf.da7d24e65ab3d63c747018dedccb459b/0_0.jpg,sindhu_v9__0887_JPEG.rf.da7d24e65ab3d63c747018dedccb459b,dent,moderate,0.8,"The dent appears to be larger than 2 cm and may have caused some paint damage, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000492/1_0.jpg,cardd_yolo__000492,scratch,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm in length with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000450/1_0.jpg,cardd_yolo__000450,scratch,moderate,0.8,"The damage includes deep scratches exposing the primer, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000815/0_5.jpg,cardd_yolo__000815,dent,moderate,0.8,"The visible damage appears to be a crack or deep scratch that likely exposes the underlying material, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__signlight-10---7-_jpg.rf.1e835bfa9a37ee01a0a8c53127c87e66/0_0.jpg,sindhu_v9__signlight-10---7-_jpg.rf.1e835bfa9a37ee01a0a8c53127c87e66,dent,mild,0.9,"The damage appears to be a small dent with paint intact, consistent with the mild severity definition.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000236/0_2.jpg,cardd_yolo__000236,dent,mild,0.9,The visible dent appears to be small and does not show any paint depth penetration or significant damage.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001804/1_2.jpg,cardd_yolo__001804,scratch,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm in length with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001003/1_0.jpg,cardd_yolo__001003,scratch,moderate,0.8,"The damage includes deep scratches that appear to expose the primer, indicating a severity level above mild.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000513/1_5.jpg,cardd_yolo__000513,scratch,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002331/0_1.jpg,cardd_yolo__002331,dent,moderate,0.8,"The dent appears to be larger than 2 cm in diameter, indicating a moderate level of damage.",gpt-4o-mini
outputs/stage2_crops_val/crops/sindhu_v9__image_166_jpg.rf.edb2a63838ca1cd67fce6a10f39976d4/2_5.jpg,sindhu_v9__image_166_jpg.rf.edb2a63838ca1cd67fce6a10f39976d4,glass_damage,mild,0.9,"The windshield is covered in snow and ice, showing no visible cracks or breaks, indicating no glass damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__WhatsApp-Image-2021-09-16-at-9-45-08-PM--3-_jpeg.rf.55129575124aa555930318ad554255be/4_0.jpg,sindhu_v9__WhatsApp-Image-2021-09-16-at-9-45-08-PM--3-_jpeg.rf.55129575124aa555930318ad554255be,mirror_damage,mild,0.9,The damage consists of superficial scratches and minor scuffs on the mirror casing with no paint depth penetration or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000965/2_4.jpg,cardd_yolo__000965,glass_damage,mild,0.9,The image shows a dirty window with no visible cracks or significant damage to the glass.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_bumper-sep23---94-_jpg.rf.f3a555f74dd13d35496ec7f33f929270/0_0.jpg,sindhu_v9__rear_bumper-sep23---94-_jpg.rf.f3a555f74dd13d35496ec7f33f929270,dent,moderate,0.8,"The dent appears to be larger than 2 cm and there is visible deformation of the panel, indicating moderate damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__car-damaged-from-rear-end-collision-usa-EH98A6_jpg.rf.b65540cd562c0ae455c44c339123a255/0_0.jpg,sindhu_v9__car-damaged-from-rear-end-collision-usa-EH98A6_jpg.rf.b65540cd562c0ae455c44c339123a255,dent,moderate,0.8,The dent appears to be larger than 2 cm and shows significant deformation of the panel without structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001621/1_1.jpg,cardd_yolo__001621,scratch,mild,0.9,The visible damage consists of superficial scratches that appear to be less than 10 cm with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000652/1_0.jpg,cardd_yolo__000652,scratch,mild,0.9,The visible damage consists of superficial scratches that appear to be less than 10 cm with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002667/0_0.jpg,cardd_yolo__002667,dent,moderate,0.8,"The dent appears to be larger than 2 cm and may involve some panel deformation, but there are no visible cracks or broken parts.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0302_JPEG.rf.f8d30737484e9af23add51a14d020743/0_0.jpg,sindhu_v9__0302_JPEG.rf.f8d30737484e9af23add51a14d020743,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__ia_100000000353_jpeg.rf.988ed5d6b678944636fe536f631648cf/0_0.jpg,sindhu_v9__ia_100000000353_jpeg.rf.988ed5d6b678944636fe536f631648cf,dent,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002726/1_1.jpg,cardd_yolo__002726,scratch,mild,0.9,The damage consists of superficial scratches that appear to be less than 10 cm with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__front_bumper-sep23---11-_jpg.rf.0fe997b99481573661d81c1980cbf709/0_0.jpg,sindhu_v9__front_bumper-sep23---11-_jpg.rf.0fe997b99481573661d81c1980cbf709,dent,moderate,0.8,"The damage includes a dent that appears to be larger than 2 cm and shows paint damage, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_788_jpg.rf.e814877c94cdac4cafeb1f1cc3ada863/0_0.jpg,sindhu_v9__image_788_jpg.rf.e814877c94cdac4cafeb1f1cc3ada863,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002909/0_0.jpg,cardd_yolo__002909,dent,mild,0.8,The visible damage appears to be a small dent with no significant paint damage or structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__side_mirror--94-_jpg.rf.fff2f0b432c43b6dbf0165a097f9503d/4_0.jpg,sindhu_v9__side_mirror--94-_jpg.rf.fff2f0b432c43b6dbf0165a097f9503d,mirror_damage,moderate,0.8,"The mirror shows a crack, indicating damage that exceeds superficial scratches but does not appear to be completely broken off.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001288/1_0.jpg,cardd_yolo__001288,scratch,mild,0.9,The visible scratch is superficial and appears to be less than 10 cm with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0565_JPEG.rf.a6fdd41985bcc6a1c810c50fd1e97987/0_0.jpg,sindhu_v9__0565_JPEG.rf.a6fdd41985bcc6a1c810c50fd1e97987,dent,mild,0.9,The damage consists of a small dent with no visible paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_196_jpg.rf.51cf3732f8dc786621cd177d311e5033/0_1.jpg,sindhu_v9__image_196_jpg.rf.51cf3732f8dc786621cd177d311e5033,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000629/1_3.jpg,cardd_yolo__000629,scratch,mild,0.9,The visible damage consists of superficial scratches that appear to be less than 10 cm with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003827/1_1.jpg,cardd_yolo__003827,scratch,mild,0.9,The damage consists of a scratch that appears to be superficial and does not penetrate the paint depth.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000997/0_2.jpg,cardd_yolo__000997,dent,mild,0.9,The visible damage appears to be a small dent with paint intact and no significant depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000924/0_2.jpg,cardd_yolo__000924,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002326/1_1.jpg,cardd_yolo__002326,scratch,moderate,0.8,"The damage includes deep scratches that appear to expose the primer or bare metal, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000924/0_3.jpg,cardd_yolo__000924,dent,mild,0.8,The visible dent appears to be small and does not show any paint damage or depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__side_mirror--75-_jpg.rf.0d9a7326da9e58204b81bc787cb24ed8/4_0.jpg,sindhu_v9__side_mirror--75-_jpg.rf.0d9a7326da9e58204b81bc787cb24ed8,mirror_damage,mild,0.9,"The visible damage appears to be superficial with no cracked or broken parts, indicating minor scuffs or scratches.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000768/3_1.jpg,cardd_yolo__000768,light_damage,moderate,0.8,"The image shows a cracked light lens, indicating damage that falls within the moderate category.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001724/0_6.jpg,cardd_yolo__001724,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000796/1_1.jpg,cardd_yolo__000796,scratch,mild,0.9,The visible damage consists of superficial scratches that appear to be less than 10 cm with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003402/0_4.jpg,cardd_yolo__003402,dent,mild,0.9,"The damage consists of superficial scratches and a small dent with paint intact, indicating no significant structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/nivethetha_v1__39084221-red-scratch-on-silver-car-door-exterior_jpg.rf.b33a25b343f001be3f1f9dd8285046f1/0_1.jpg,nivethetha_v1__39084221-red-scratch-on-silver-car-door-exterior_jpg.rf.b33a25b343f001be3f1f9dd8285046f1,dent,mild,0.9,"The visible damage consists of superficial scratches and a small dent with paint intact, indicating no significant structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000531/0_5.jpg,cardd_yolo__000531,dent,moderate,0.8,"The damage includes a noticeable dent with a crack in the paint, suggesting exposure of the underlying layer.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001962/0_1.jpg,cardd_yolo__001962,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__side_mirror--18-_jpg.rf.47242d987810f9a5e3e86c531cbf84b5/4_0.jpg,sindhu_v9__side_mirror--18-_jpg.rf.47242d987810f9a5e3e86c531cbf84b5,mirror_damage,mild,0.9,"The mirror shows superficial dirt and minor scuffs, but no significant damage or cracks are visible.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003127/0_1.jpg,cardd_yolo__003127,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000906/0_1.jpg,cardd_yolo__000906,dent,mild,0.8,The damage consists of a dent that appears to be less than 2 cm in diameter with no visible paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__back_light-1---46-_jpg.rf.6a343f82a1670219dfe9435022c01d5d/3_0.jpg,sindhu_v9__back_light-1---46-_jpg.rf.6a343f82a1670219dfe9435022c01d5d,light_damage,mild,0.8,The visible damage appears to be superficial with no significant cracks or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_436_jpg.rf.fc683fa9c8f6ddf09742b7b89f747121/0_3.jpg,sindhu_v9__image_436_jpg.rf.fc683fa9c8f6ddf09742b7b89f747121,dent,mild,0.9,"The visible damage appears to be a small dent with paint intact, consistent with the mild severity definition.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001189/3_0.jpg,cardd_yolo__001189,light_damage,mild,0.9,The damage appears to be superficial with no cracked or broken parts visible.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002725/0_1.jpg,cardd_yolo__002725,dent,mild,0.9,The visible damage appears to be a small dent with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002150/3_0.jpg,cardd_yolo__002150,light_damage,mild,0.9,The visible damage consists of superficial scratches and minor scuffs with no cracked or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__d26713fbde904e74b8d1a7047c1225c6_jpg.rf.93a0f86c8e5f3dc1af63c7903334c405/2_4.jpg,sindhu_v9__d26713fbde904e74b8d1a7047c1225c6_jpg.rf.93a0f86c8e5f3dc1af63c7903334c405,glass_damage,mild,0.8,The visible damage appears to be superficial scratches on the glass without any cracks or significant loss.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003820/0_1.jpg,cardd_yolo__003820,dent,moderate,0.8,"The dent appears to be larger than 2 cm and may involve some panel deformation, indicating moderate damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000554/1_0.jpg,cardd_yolo__000554,scratch,moderate,0.8,"The damage includes a deep scratch that appears to expose the primer or bare metal, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/damagelocation_v7__3_jpg.rf.09e16b862af0c378c182fb96f5a3d229/0_0.jpg,damagelocation_v7__3_jpg.rf.09e16b862af0c378c182fb96f5a3d229,dent,mild,0.8,The visible dent appears to be small and does not show any paint damage or significant deformation.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000374/3_0.jpg,cardd_yolo__000374,light_damage,moderate,0.85,"The headlight shows significant cracks and damage to the lens, indicating it is not fully intact.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0882_JPEG.rf.592d5376c99c8383388de3291e75a431/0_0.jpg,sindhu_v9__0882_JPEG.rf.592d5376c99c8383388de3291e75a431,dent,moderate,0.8,"The dent appears to be larger than 2 cm and may involve some panel deformation, but there are no visible broken parts.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000199/3_0.jpg,cardd_yolo__000199,light_damage,moderate,0.8,"The light is cracked, indicating damage that is more than superficial but not completely broken off.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__many-unknown-altered-wrecked-car-traffic-accident-crash-restore-service-maintenance-station-garage-indoor-many-unknown-214830656_jpg.rf.0a476075559f4677bf4fbec74c2b3dd1/0_4.jpg,sindhu_v9__many-unknown-altered-wrecked-car-traffic-accident-crash-restore-service-maintenance-station-garage-indoor-many-unknown-214830656_jpg.rf.0a476075559f4677bf4fbec74c2b3dd1,dent,mild,0.9,The visible dent appears to be small and does not show any paint damage or depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001754/0_0.jpg,cardd_yolo__001754,dent,mild,0.8,The visible damage appears to be small dents and superficial scratches with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001500/0_2.jpg,cardd_yolo__001500,dent,mild,0.9,The damage consists of superficial scratches and minor scuffs without any paint depth penetration or significant denting.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002037/0_1.jpg,cardd_yolo__002037,dent,moderate,0.8,"The dent appears to be larger than 2 cm and may involve some deformation of the panel, but there are no visible cracks or broken parts.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__side_mirror--25-_jpg.rf.5bdb4b17643f52eaaa8382f5b0fba4f0/4_0.jpg,sindhu_v9__side_mirror--25-_jpg.rf.5bdb4b17643f52eaaa8382f5b0fba4f0,mirror_damage,severe,0.9,"The mirror is cracked and shows significant damage, indicating broken parts that may affect functionality.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_464_jpg.rf.58a8242a8a2c368c59f947b691748399/0_1.jpg,sindhu_v9__image_464_jpg.rf.58a8242a8a2c368c59f947b691748399,dent,mild,0.8,The visible damage appears to be a small dent with no paint depth penetration and no cracked or broken parts.,gpt-4o-mini
