crop_path,image_stem,damage_type,severity,confidence,reasoning,model
outputs/stage2_crops/crops/cardd_yolo__003472/1_0.jpg,cardd_yolo__003472,scratch,mild,0.9,The scratches appear to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000036/3_1.jpg,cardd_yolo__000036,light_damage,mild,0.9,The visible damage appears to be cosmetic with no signs of structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002290/0_0.jpg,cardd_yolo__002290,dent,mild,0.9,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002995/3_0.jpg,cardd_yolo__002995,light_damage,moderate,0.8,"The damage appears to be visible and may affect functionality, suggesting a repair cost within the moderate range.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__front_bumber--26-_jpg.rf.7d953f59b2416bf24931734f9be8fa48/0_1.jpg,sindhu_v9__front_bumber--26-_jpg.rf.7d953f59b2416bf24931734f9be8fa48,dent,mild,0.9,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001889/0_2.jpg,cardd_yolo__001889,dent,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003016/0_0.jpg,cardd_yolo__003016,dent,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002517/1_0.jpg,cardd_yolo__002517,scratch,moderate,0.8,"The visible damage indicates significant scratches and potential impact, suggesting repair costs likely fall between Rs.8,000 and Rs.60,000.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002741/3_1.jpg,cardd_yolo__002741,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_153_jpg.rf.f0bffff7e48b6b416d79f6a00a9a040e/3_0.jpg,sindhu_v9__image_153_jpg.rf.f0bffff7e48b6b416d79f6a00a9a040e,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact on the vehicle.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__oct-5---25-_jpg.rf.87dc577a7771f49ec75f38381598b1f8/3_3.jpg,sindhu_v9__oct-5---25-_jpg.rf.87dc577a7771f49ec75f38381598b1f8,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002250/3_0.jpg,cardd_yolo__002250,light_damage,moderate,0.8,"The damage appears to be visible and may affect functionality, but the vehicle is likely still driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003584/1_0.jpg,cardd_yolo__003584,scratch,mild,0.9,The scratch appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__scratch_bonnet--85-_jpg.rf.40a0daead9300c5fc636ec07083805d3/0_0.jpg,sindhu_v9__scratch_bonnet--85-_jpg.rf.40a0daead9300c5fc636ec07083805d3,dent,mild,0.8,The visible scratches appear to be cosmetic with no indication of structural damage.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003925/3_6.jpg,cardd_yolo__003925,light_damage,moderate,0.8,"The damage to the headlight appears significant but does not indicate structural damage, making the vehicle still driveable.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0027_JPEG.rf.a5f761b2c67ce805358be45f9713c9a1/0_0.jpg,sindhu_v9__0027_JPEG.rf.a5f761b2c67ce805358be45f9713c9a1,dent,mild,0.8,The damage appears to be a cosmetic dent with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__oct-5---57-_jpg.rf.0d0f54a512ec7e7d536f3041710f6497/3_1.jpg,sindhu_v9__oct-5---57-_jpg.rf.0d0f54a512ec7e7d536f3041710f6497,light_damage,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0188_jpeg.rf.9ee3c35ffa953aa2ec5830af6440e186/0_1.jpg,sindhu_v9__0188_jpeg.rf.9ee3c35ffa953aa2ec5830af6440e186,dent,moderate,0.8,The visible dent suggests significant damage that may affect the vehicle's appearance and could require a moderate repair cost.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_16_jpg.rf.bbf2e39e8b7da70fa6f4748ecaa87b80/0_1.jpg,sindhu_v9__image_16_jpg.rf.bbf2e39e8b7da70fa6f4748ecaa87b80,dent,mild,0.9,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003552/1_0.jpg,cardd_yolo__003552,scratch,mild,0.9,The damage appears to be a superficial scratch with no signs of structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_720_jpg.rf.764d35665a71a7cffc395a63d5f250dd/3_2.jpg,sindhu_v9__image_720_jpg.rf.764d35665a71a7cffc395a63d5f250dd,light_damage,moderate,0.8,"The visible damage suggests structural impact, but the vehicle appears driveable and likely falls within the moderate repair cost range.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002829/0_1.jpg,cardd_yolo__002829,dent,moderate,0.8,"The visible dent suggests significant damage that may require more than cosmetic repairs, but the vehicle appears driveable.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_536_jpg.rf.370b8f7ae2e1a1f9b5d7dc24d10a4765/3_0.jpg,sindhu_v9__image_536_jpg.rf.370b8f7ae2e1a1f9b5d7dc24d10a4765,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000502/3_0.jpg,cardd_yolo__000502,light_damage,moderate,0.8,"The visible damage appears to be significant but does not seem to affect the structural integrity, making the car driveable.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_432_jpg.rf.48185c71074f632d1615628950c26916/0_0.jpg,sindhu_v9__image_432_jpg.rf.48185c71074f632d1615628950c26916,dent,moderate,0.8,"The dent is significant and likely affects the vehicle's appearance and possibly its structural integrity, but the car appears driveable.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_21_jpg.rf.50020cfee3782d1d636ec6f26c34f305/0_0.jpg,sindhu_v9__image_21_jpg.rf.50020cfee3782d1d636ec6f26c34f305,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001483/0_2.jpg,cardd_yolo__001483,dent,moderate,0.8,"The dent appears significant enough to require visible repair, but the vehicle is likely still drivable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003273/3_1.jpg,cardd_yolo__003273,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003892/0_3.jpg,cardd_yolo__003892,dent,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0906_JPEG.rf.e13d79a794c390756e9fb278adf21f6a/3_1.jpg,sindhu_v9__0906_JPEG.rf.e13d79a794c390756e9fb278adf21f6a,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/damagelocation_v7__81_jpg.rf.b3ebad083d2b42bc215b2e9747ee978e/0_0.jpg,damagelocation_v7__81_jpg.rf.b3ebad083d2b42bc215b2e9747ee978e,dent,mild,0.8,The damage appears to be a minor dent with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003571/0_0.jpg,cardd_yolo__003571,dent,mild,0.8,The dent appears to be cosmetic with no visible signs of structural damage.,gpt-4o-mini
outputs/stage2_crops/crops/damagelocation_v7__13_jpg.rf.f0d7704e451e964e755b0e38c69ed1f7/0_0.jpg,damagelocation_v7__13_jpg.rf.f0d7704e451e964e755b0e38c69ed1f7,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000188/3_0.jpg,cardd_yolo__000188,light_damage,moderate,0.8,The broken headlight indicates visible damage that affects functionality but does not compromise the vehicle's structural integrity.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001749/1_1.jpg,cardd_yolo__001749,scratch,mild,0.9,The damage appears to be a cosmetic scratch with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003939/1_6.jpg,cardd_yolo__003939,scratch,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__headlight_bl--29-_jpg.rf.3f2bf9917dc2780e8ee41b5051861333/0_0.jpg,sindhu_v9__headlight_bl--29-_jpg.rf.3f2bf9917dc2780e8ee41b5051861333,dent,moderate,0.8,The dent is visible and likely affects the vehicle's aesthetics but does not appear to compromise its structural integrity.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0384_JPEG.rf.3b90d8e0bb84f72b6a8a5bbca141fd30/0_0.jpg,sindhu_v9__0384_JPEG.rf.3b90d8e0bb84f72b6a8a5bbca141fd30,dent,moderate,0.8,"The dent appears significant enough to indicate visible damage, but the vehicle is likely still driveable.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0278_JPEG.rf.0539f8a0c49f6c28c5d6e835144456c9/3_1.jpg,sindhu_v9__0278_JPEG.rf.0539f8a0c49f6c28c5d6e835144456c9,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001450/3_2.jpg,cardd_yolo__001450,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_bumper-sep23---73-_jpg.rf.9af5766ccf4bb8eb40976ec72e3817e7/0_1.jpg,sindhu_v9__rear_bumper-sep23---73-_jpg.rf.9af5766ccf4bb8eb40976ec72e3817e7,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_567_jpg.rf.f4784748b39ba4283e90c699fd10083e/0_1.jpg,sindhu_v9__image_567_jpg.rf.f4784748b39ba4283e90c699fd10083e,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003410/1_4.jpg,cardd_yolo__003410,scratch,mild,0.9,The damage appears to be cosmetic scratches with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0889_JPEG.rf.7d97885d27d3774aafef48c8b4a4f755/3_0.jpg,sindhu_v9__0889_JPEG.rf.7d97885d27d3774aafef48c8b4a4f755,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000709/1_0.jpg,cardd_yolo__000709,scratch,mild,0.9,The damage appears to be a cosmetic scratch with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002900/3_1.jpg,cardd_yolo__002900,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001130/0_2.jpg,cardd_yolo__001130,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000158/3_0.jpg,cardd_yolo__000158,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_260_jpg.rf.26c91a5bc9667abe185add92eeb518a4/0_0.jpg,sindhu_v9__image_260_jpg.rf.26c91a5bc9667abe185add92eeb518a4,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__Minor_bumper-sep27---64----Copy_jpg.rf.39e86a85a52051ddabe02e952e62198f/3_1.jpg,sindhu_v9__Minor_bumper-sep27---64----Copy_jpg.rf.39e86a85a52051ddabe02e952e62198f,light_damage,mild,0.9,The damage appears to be cosmetic with no structural impact visible in the image.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__crashed-car-detail-side-metal-plates-deformed-dents-metal-accident-hit-crashed-car-detail-side-metal-plates-148775553_jpg.rf.086d0092f0b2a3545bcf040bf00e957f/0_0.jpg,sindhu_v9__crashed-car-detail-side-metal-plates-deformed-dents-metal-accident-hit-crashed-car-detail-side-metal-plates-148775553_jpg.rf.086d0092f0b2a3545bcf040bf00e957f,dent,moderate,0.8,"The visible dent suggests significant damage that may require more than cosmetic repairs, but the car appears driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001351/3_0.jpg,cardd_yolo__001351,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact on the vehicle.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000374/0_5.jpg,cardd_yolo__000374,dent,moderate,0.8,"The damage appears to be significant and likely affects the vehicle's structure, indicating a repair cost within the moderate range.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__Minor_bumper-sep28---1-_jpg.rf.dd8369d8daed8c9c8f5161012fd14aa7/0_0.jpg,sindhu_v9__Minor_bumper-sep28---1-_jpg.rf.dd8369d8daed8c9c8f5161012fd14aa7,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002694/0_0.jpg,cardd_yolo__002694,dent,moderate,0.8,"The dent appears significant enough to suggest visible damage, but the car is likely still driveable.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__major_roof--45-_jpg.rf.e5e7803c8cb3bdef564ab1da7ea14cf9/0_1.jpg,sindhu_v9__major_roof--45-_jpg.rf.e5e7803c8cb3bdef564ab1da7ea14cf9,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001250/3_0.jpg,cardd_yolo__001250,light_damage,mild,0.9,"The damage appears to be cosmetic, affecting only the light assembly without structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003658/1_2.jpg,cardd_yolo__003658,scratch,mild,0.9,The scratches appear to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__images--30-_jpg.rf.f342be4d837e32ace0733baf698ee79c/0_1.jpg,sindhu_v9__images--30-_jpg.rf.f342be4d837e32ace0733baf698ee79c,dent,mild,0.9,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001852/1_0.jpg,cardd_yolo__001852,scratch,mild,0.9,The scratches appear to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__major_bonnet--20-_jpg.rf.ad104a678103ad236dcb177cf654aea4/3_1.jpg,sindhu_v9__major_bonnet--20-_jpg.rf.ad104a678103ad236dcb177cf654aea4,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002270/0_1.jpg,cardd_yolo__002270,dent,moderate,0.8,"The dent appears significant enough to suggest visible damage, but the vehicle is likely still driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000402/0_0.jpg,cardd_yolo__000402,dent,moderate,0.8,"The dent is significant enough to suggest visible damage, but the vehicle appears driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000663/1_0.jpg,cardd_yolo__000663,scratch,mild,0.9,The scratches appear to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0332_JPEG.rf.4d55cd1f15b754b1dfa0e7d78a8c0881/0_1.jpg,sindhu_v9__0332_JPEG.rf.4d55cd1f15b754b1dfa0e7d78a8c0881,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0138_JPEG.rf.6b6384a06cda0c316574e3a4e9ec80a0/0_0.jpg,sindhu_v9__0138_JPEG.rf.6b6384a06cda0c316574e3a4e9ec80a0,dent,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000580/3_0.jpg,cardd_yolo__000580,light_damage,mild,0.9,"The damage appears to be cosmetic, affecting only the headlight cover without structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001899/0_1.jpg,cardd_yolo__001899,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001369/3_0.jpg,cardd_yolo__001369,light_damage,mild,0.9,"The damage appears to be cosmetic, affecting only the headlight cover without structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000973/0_2.jpg,cardd_yolo__000973,dent,moderate,0.8,The damage appears to be significant but does not seem to affect the structural integrity of the vehicle.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001629/0_1.jpg,cardd_yolo__001629,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001371/3_3.jpg,cardd_yolo__001371,light_damage,moderate,0.8,"The damage appears to be visible and may affect functionality, suggesting repair costs could be significant but the vehicle is still driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000771/0_0.jpg,cardd_yolo__000771,dent,mild,0.9,The damage appears to be cosmetic with no structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000503/0_1.jpg,cardd_yolo__000503,dent,mild,0.9,The damage appears to be a cosmetic dent with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000505/3_0.jpg,cardd_yolo__000505,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact on the vehicle.,gpt-4o-mini
outputs/stage2_crops/crops/nivethetha_v1__moRYz-1-_jpg.rf.82b28ccc30ca5188a717e30670273918/0_0.jpg,nivethetha_v1__moRYz-1-_jpg.rf.82b28ccc30ca5188a717e30670273918,dent,moderate,0.8,"The dent is visible and likely requires repair, but the car remains driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002582/1_2.jpg,cardd_yolo__002582,scratch,mild,0.9,The scratch appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002339/0_0.jpg,cardd_yolo__002339,dent,moderate,0.8,The visible damage indicates a significant dent that likely requires more than cosmetic repairs but does not appear to affect the vehicle's structural integrity.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_304_jpg.rf.5316ae4956ea29880d4b89c54754ae3a/0_2.jpg,sindhu_v9__image_304_jpg.rf.5316ae4956ea29880d4b89c54754ae3a,dent,moderate,0.8,"The dent is visible and likely requires repair, but the vehicle remains driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003816/3_0.jpg,cardd_yolo__003816,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__signlight-10---32-_jpg.rf.5fa747453ca5d98dec51db65a918ae80/3_1.jpg,sindhu_v9__signlight-10---32-_jpg.rf.5fa747453ca5d98dec51db65a918ae80,light_damage,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003401/3_0.jpg,cardd_yolo__003401,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_1_jpg.rf.53773d88b16708eb02681cd1f870e2c7/0_1.jpg,sindhu_v9__image_1_jpg.rf.53773d88b16708eb02681cd1f870e2c7,dent,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0641_JPEG.rf.4d969ccbb64e49411eeafcf64ffcdd1a/0_0.jpg,sindhu_v9__0641_JPEG.rf.4d969ccbb64e49411eeafcf64ffcdd1a,dent,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003913/0_0.jpg,cardd_yolo__003913,dent,moderate,0.8,"The dent is visible and likely requires repair, but the car remains driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002506/0_1.jpg,cardd_yolo__002506,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001444/3_1.jpg,cardd_yolo__001444,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001818/0_1.jpg,cardd_yolo__001818,dent,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001531/3_2.jpg,cardd_yolo__001531,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact on the vehicle.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0738_jpeg.rf.b2afbe03879df7e3a80d6241a923c2a0/0_0.jpg,sindhu_v9__0738_jpeg.rf.b2afbe03879df7e3a80d6241a923c2a0,dent,mild,0.8,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__images--2-_jpg.rf.d2067bc2a1b85433bf6581dca5551d61/0_0.jpg,sindhu_v9__images--2-_jpg.rf.d2067bc2a1b85433bf6581dca5551d61,dent,mild,0.9,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/damagelocation_v7__445_jpg.rf.69b0861fb7e192fc280f846a7dbb3645/0_0.jpg,damagelocation_v7__445_jpg.rf.69b0861fb7e192fc280f846a7dbb3645,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001189/1_3.jpg,cardd_yolo__001189,scratch,moderate,0.8,The scratch appears significant but does not seem to affect the structural integrity of the vehicle.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__heasdlight_bl_jpg.rf.6abaa006c69904dddfcf3a0d2b961575/3_1.jpg,sindhu_v9__heasdlight_bl_jpg.rf.6abaa006c69904dddfcf3a0d2b961575,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__headlight_b--31-_jpg.rf.1ee7fb78545acc042fab6d4e883e45d9/0_0.jpg,sindhu_v9__headlight_b--31-_jpg.rf.1ee7fb78545acc042fab6d4e883e45d9,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000574/0_14.jpg,cardd_yolo__000574,dent,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002911/3_0.jpg,cardd_yolo__002911,light_damage,mild,0.9,"The damage appears to be cosmetic with no structural impact, likely requiring a low-cost repair.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__minorr-sep28---20-_jpg.rf.a4e492b0988bc5fc2081c051f4ec4f0b/0_0.jpg,sindhu_v9__minorr-sep28---20-_jpg.rf.a4e492b0988bc5fc2081c051f4ec4f0b,dent,moderate,0.8,"The dent is significant but does not appear to affect the structural integrity, making the car driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002964/0_2.jpg,cardd_yolo__002964,dent,mild,0.9,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000754/3_0.jpg,cardd_yolo__000754,light_damage,mild,0.9,The damage appears to be cosmetic with no structural impact visible in the headlight area.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002763/0_0.jpg,cardd_yolo__002763,dent,moderate,0.8,"The visible damage suggests a significant dent that may require more than cosmetic repairs, but the car appears driveable.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002738/3_0.jpg,cardd_yolo__002738,light_damage,mild,0.9,The damage appears to be cosmetic with no structural impact visible in the tail light.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0750_JPEG.rf.f7274988742f82aea5391c44e5292c06/3_2.jpg,sindhu_v9__0750_JPEG.rf.f7274988742f82aea5391c44e5292c06,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001243/0_0.jpg,cardd_yolo__001243,dent,mild,0.8,The dent appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0769_JPEG.rf.fea756bf9b26b294f1650eab3ca10d6c/3_1.jpg,sindhu_v9__0769_JPEG.rf.fea756bf9b26b294f1650eab3ca10d6c,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0792_JPEG.rf.5c66639ca3d99b2d4d08b76ce6f70049/3_0.jpg,sindhu_v9__0792_JPEG.rf.5c66639ca3d99b2d4d08b76ce6f70049,light_damage,moderate,0.8,The visible damage suggests it may affect functionality but the car is likely still driveable.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002362/3_0.jpg,cardd_yolo__002362,light_damage,mild,0.9,The damage appears to be cosmetic with no visible structural impact.,gpt-4o-mini
